CustomerID,Gender,SeniorCitizen,Tenure,MonthlyCharges,Contract,PaymentMethod,Churn,TotalCharges,AvgCharge
7570,Male,1,63,53.21,Two year,Mailed check,0,3352.23,53.21
7571,Female,0,51,85.63,Month-to-month,Mailed check,0,4367.13,85.63
7572,Male,0,32,98.52,Month-to-month,Credit card,0,3152.64,98.52
7573,Male,1,38,89.93,One year,Credit card,0,3417.34,89.93
7574,Male,0,56,98.87,One year,Bank transfer,0,5536.72,98.87
7575,Male,0,69,77.51,Month-to-month,Bank transfer,0,5348.19,77.50999999999999
7576,Female,0,17,106.28,Two year,Mailed check,0,1806.76,106.28
7577,Male,0,39,75.01,Month-to-month,Mailed check,0,2925.39,75.00999999999999
7578,Male,1,41,42.93,Two year,Mailed check,0,1760.13,42.93
7579,Female,1,48,74.17,One year,Electronic check,0,3560.16,74.17
7580,Male,0,28,91.29,Month-to-month,Credit card,0,2556.12,91.28999999999999
7581,Male,1,50,85.36,Month-to-month,Credit card,1,4268.0,85.36
7582,Male,0,1,44.3,Month-to-month,Mailed check,0,44.3,44.3
7583,Male,1,50,24.11,Two year,Mailed check,1,1205.5,24.11
7584,Female,1,19,45.25,One year,Credit card,0,859.75,45.25
7585,Female,1,59,118.4,Two year,Bank transfer,0,6985.6,118.4
7586,Male,1,68,38.45,One year,Mailed check,0,2614.6,38.449999999999996
7587,Female,1,67,66.44,Two year,Mailed check,0,4451.48,66.44
7588,Female,1,41,83.83,One year,Bank transfer,1,3437.03,83.83
7589,Male,1,10,107.95,Two year,Mailed check,0,1079.5,107.95
7590,Female,1,28,96.03,Month-to-month,Credit card,0,2688.84,96.03
7591,Male,1,34,110.9,Two year,Credit card,0,3770.6,110.89999999999999
7592,Female,1,39,80.44,Month-to-month,Bank transfer,0,3137.16,80.44
7593,Female,1,56,106.53,Month-to-month,Credit card,1,5965.68,106.53
7594,Female,0,52,46.38,Month-to-month,Bank transfer,0,2411.76,46.38
7595,Male,1,3,63.06,Two year,Bank transfer,0,189.18,63.06
7596,Female,0,23,104.38,Month-to-month,Credit card,1,2400.74,104.38
7597,Male,1,17,52.56,Two year,Bank transfer,0,893.52,52.56
7598,Male,0,71,107.12,One year,Credit card,0,7605.52,107.12
7599,Female,0,26,56.31,Two year,Bank transfer,0,1464.06,56.309999999999995
7600,Male,0,18,56.34,Two year,Bank transfer,0,1014.12,56.34
7601,Female,1,46,50.9,Two year,Bank transfer,0,2341.4,50.9
7602,Male,1,70,74.69,One year,Credit card,0,5228.3,74.69
7603,Male,1,31,32.91,One year,Mailed check,1,1020.21,32.910000000000004
7604,Female,1,9,23.66,One year,Electronic check,1,212.94,23.66
7605,Female,0,35,109.74,Month-to-month,Mailed check,0,3840.9,109.74000000000001
7606,Female,1,60,112.89,Two year,Bank transfer,0,6773.4,112.89
7607,Female,1,63,27.62,Two year,Credit card,0,1740.06,27.619999999999997
7608,Male,1,52,74.97,Month-to-month,Bank transfer,0,3898.44,74.97
7609,Male,1,48,73.97,Month-to-month,Mailed check,0,3550.56,73.97
7610,Male,1,61,57.24,Two year,Electronic check,0,3491.64,57.239999999999995
7611,Female,1,24,76.89,Month-to-month,Mailed check,0,1845.36,76.89
7612,Male,1,58,65.81,Month-to-month,Credit card,1,3816.98,65.81
7613,Female,1,64,68.96,One year,Credit card,0,4413.44,68.96
7614,Male,0,30,95.53,Month-to-month,Mailed check,0,2865.9,95.53
7615,Female,0,29,72.6,Month-to-month,Mailed check,1,2105.4,72.60000000000001
7616,Male,1,10,52.37,Two year,Electronic check,0,523.7,52.370000000000005
7617,Male,1,39,78.15,Month-to-month,Bank transfer,1,3047.85,78.14999999999999
7618,Female,1,55,84.08,Month-to-month,Credit card,0,4624.4,84.08
7619,Male,1,28,86.23,Month-to-month,Credit card,0,2414.44,86.23
7620,Female,0,18,81.83,One year,Electronic check,1,1472.94,81.83
7621,Male,0,41,86.46,Two year,Credit card,0,3544.86,86.46000000000001
7622,Male,1,65,51.01,One year,Credit card,0,3315.65,51.01
7623,Female,0,46,64.61,Month-to-month,Mailed check,0,2972.06,64.61
7624,Female,0,60,86.87,Two year,Mailed check,0,5212.2,86.86999999999999
7625,Male,1,9,95.44,Two year,Electronic check,0,858.96,95.44
7626,Male,1,45,63.41,Month-to-month,Credit card,1,2853.45,63.41
7627,Male,1,60,56.53,One year,Electronic check,1,3391.8,56.53
7628,Male,0,28,91.59,Month-to-month,Bank transfer,0,2564.52,91.59
7629,Male,0,3,42.22,One year,Bank transfer,0,126.66,42.22
7630,Male,1,51,20.95,Month-to-month,Electronic check,0,1068.45,20.95
7631,Female,1,8,67.12,Two year,Credit card,1,536.96,67.12
7632,Female,0,70,37.34,Two year,Bank transfer,0,2613.8,37.34
7633,Female,0,59,57.83,One year,Credit card,0,3411.97,57.83
7634,Male,1,61,49.12,Month-to-month,Mailed check,0,2996.32,49.120000000000005
7635,Male,0,58,97.73,One year,Electronic check,1,5668.34,97.73
7636,Male,1,70,53.14,Two year,Bank transfer,0,3719.8,53.14
7637,Female,1,12,84.07,Two year,Credit card,0,1008.84,84.07000000000001
7638,Female,0,9,87.39,One year,Mailed check,0,786.51,87.39
7639,Male,0,49,65.65,One year,Electronic check,0,3216.85,65.64999999999999
7640,Male,0,17,28.11,One year,Bank transfer,0,477.87,28.11
7641,Female,1,54,90.04,One year,Mailed check,0,4862.16,90.03999999999999
7642,Female,1,44,27.52,One year,Electronic check,0,1210.88,27.520000000000003
7643,Female,1,32,29.92,Month-to-month,Bank transfer,0,957.44,29.92
7644,Male,1,35,39.6,One year,Credit card,0,1386.0,39.6
7645,Male,1,49,48.04,One year,Mailed check,0,2353.96,48.04
7646,Male,1,54,104.65,Two year,Mailed check,0,5651.1,104.65
7647,Female,0,16,87.49,Two year,Credit card,0,1399.84,87.49
7648,Female,1,12,58.72,Month-to-month,Mailed check,0,704.64,58.72
7649,Male,1,8,117.86,One year,Mailed check,0,942.88,117.86
7650,Male,1,21,44.36,One year,Electronic check,0,931.56,44.36
7651,Female,1,48,80.98,Two year,Credit card,0,3887.04,80.98
7652,Male,0,8,104.72,Two year,Mailed check,0,837.76,104.72
7653,Female,1,28,100.2,Two year,Credit card,0,2805.6,100.2
7654,Female,0,10,29.03,One year,Electronic check,0,290.3,29.03
7655,Male,0,52,89.73,One year,Electronic check,0,4665.96,89.73
7656,Female,1,15,45.79,Month-to-month,Credit card,0,686.85,45.79
7657,Male,1,4,55.57,Two year,Credit card,0,222.28,55.57
7658,Female,0,62,68.9,Two year,Bank transfer,1,4271.8,68.9
7659,Female,0,4,99.08,Two year,Electronic check,0,396.32,99.08
7660,Male,1,41,36.62,Two year,Mailed check,0,1501.42,36.620000000000005
7661,Female,0,55,30.86,Two year,Electronic check,0,1697.3,30.86
7662,Male,1,28,35.34,One year,Electronic check,0,989.52,35.339999999999996
7663,Male,1,47,41.82,One year,Bank transfer,0,1965.54,41.82
7664,Female,0,9,25.95,Two year,Credit card,1,233.55,25.950000000000003
7665,Male,1,2,112.64,Two year,Electronic check,0,225.28,112.64
7666,Male,1,67,51.91,One year,Bank transfer,0,3477.97,51.91
7667,Male,1,48,37.7,One year,Credit card,1,1809.6,37.699999999999996
7668,Male,0,69,83.78,Month-to-month,Electronic check,0,5780.82,83.78
7669,Male,0,28,98.7,One year,Bank transfer,0,2763.6,98.7
7670,Male,0,14,95.32,Month-to-month,Electronic check,0,1334.48,95.32000000000001
7671,Female,1,46,91.87,Two year,Mailed check,0,4226.02,91.87
7672,Male,0,13,25.05,Two year,Credit card,1,325.65,25.049999999999997
7673,Female,0,16,98.22,Two year,Credit card,0,1571.52,98.22
7674,Female,0,40,70.19,One year,Electronic check,0,2807.6,70.19
7675,Male,1,30,84.91,One year,Bank transfer,1,2547.3,84.91000000000001
7676,Female,1,65,115.64,Two year,Bank transfer,0,7516.6,115.64
7677,Female,0,58,101.07,Two year,Mailed check,0,5862.06,101.07000000000001
7678,Male,0,48,102.54,Month-to-month,Mailed check,0,4921.92,102.54
7679,Male,0,49,38.15,One year,Bank transfer,1,1869.35,38.15
7680,Male,1,2,67.64,One year,Credit card,0,135.28,67.64
7681,Female,0,14,114.93,Month-to-month,Mailed check,0,1609.02,114.92999999999999
7682,Female,1,17,78.27,Two year,Electronic check,1,1330.59,78.27
7683,Male,1,31,30.26,Two year,Electronic check,0,938.06,30.259999999999998
7684,Male,1,10,93.18,One year,Credit card,0,931.8,93.17999999999999
7685,Female,0,70,24.29,One year,Credit card,0,1700.3,24.29
7686,Female,0,37,94.23,Two year,Mailed check,0,3486.51,94.23
7687,Female,1,64,107.98,Month-to-month,Electronic check,0,6910.72,107.98
7688,Female,1,30,62.53,Month-to-month,Credit card,1,1875.9,62.53
7689,Male,1,34,61.36,Month-to-month,Electronic check,0,2086.24,61.35999999999999
7690,Female,1,18,50.42,One year,Mailed check,0,907.56,50.419999999999995
7691,Female,0,63,107.69,Month-to-month,Credit card,0,6784.47,107.69
7692,Female,0,49,74.78,One year,Bank transfer,1,3664.22,74.78
7693,Female,1,56,77.93,One year,Electronic check,1,4364.08,77.92999999999999
7694,Male,1,58,86.17,Two year,Credit card,0,4997.86,86.16999999999999
7695,Male,1,27,50.02,Two year,Mailed check,0,1350.54,50.019999999999996
7696,Female,0,55,63.28,Month-to-month,Bank transfer,1,3480.4,63.28
7697,Female,1,19,94.16,Month-to-month,Credit card,0,1789.04,94.16
7698,Male,0,23,118.55,One year,Electronic check,0,2726.65,118.55
7699,Male,1,47,23.43,Two year,Electronic check,0,1101.21,23.43
7700,Female,0,66,24.26,Two year,Mailed check,0,1601.16,24.26
7701,Female,0,51,62.81,One year,Electronic check,0,3203.31,62.81
7702,Male,1,28,85.96,Month-to-month,Bank transfer,1,2406.88,85.96000000000001
7703,Male,0,57,58.64,Month-to-month,Mailed check,0,3342.48,58.64
7704,Male,0,58,119.96,One year,Mailed check,0,6957.68,119.96000000000001
7705,Male,0,15,39.54,Two year,Credit card,0,593.1,39.54
7706,Male,0,16,20.79,One year,Mailed check,0,332.64,20.79
7707,Male,1,47,39.01,One year,Credit card,0,1833.47,39.01
7708,Female,1,63,108.68,Month-to-month,Mailed check,0,6846.84,108.68
7709,Male,1,12,34.51,Two year,Credit card,0,414.12,34.51
7710,Male,1,43,67.9,Month-to-month,Credit card,0,2919.7,67.89999999999999
7711,Male,1,29,61.93,Month-to-month,Credit card,0,1795.97,61.93
7712,Male,0,49,86.57,Two year,Bank transfer,1,4241.93,86.57000000000001
7713,Female,0,3,25.46,Month-to-month,Credit card,0,76.38,25.459999999999997
7714,Female,0,69,85.88,One year,Bank transfer,1,5925.72,85.88000000000001
7715,Male,0,60,55.48,One year,Credit card,0,3328.8,55.480000000000004
7716,Female,1,66,112.6,Two year,Credit card,0,7431.6,112.60000000000001
7717,Female,1,26,104.89,One year,Bank transfer,0,2727.14,104.89
7718,Female,0,71,59.95,One year,Bank transfer,0,4256.45,59.949999999999996
7719,Female,1,69,119.29,One year,Bank transfer,0,8231.01,119.29
7720,Female,0,47,25.19,One year,Bank transfer,0,1183.93,25.19
7721,Female,0,42,98.86,Month-to-month,Credit card,0,4152.12,98.86
7722,Male,1,31,63.38,One year,Credit card,0,1964.78,63.38
7723,Male,1,22,63.33,Two year,Mailed check,0,1393.26,63.33
7724,Male,1,17,37.01,Month-to-month,Mailed check,0,629.17,37.01
7725,Male,1,20,71.49,One year,Credit card,0,1429.8,71.49
7726,Male,1,8,28.47,One year,Mailed check,1,227.76,28.47
7727,Female,1,49,81.66,Two year,Bank transfer,0,4001.34,81.66
7728,Male,1,38,44.16,Month-to-month,Mailed check,0,1678.08,44.16
7729,Male,0,53,92.49,One year,Bank transfer,1,4901.97,92.49000000000001
7730,Female,1,28,80.74,Two year,Credit card,0,2260.72,80.74
7731,Female,0,29,94.64,Month-to-month,Mailed check,0,2744.56,94.64
7732,Male,0,11,94.97,Month-to-month,Bank transfer,1,1044.67,94.97000000000001
7733,Female,1,47,39.67,One year,Credit card,0,1864.49,39.67
7734,Female,0,45,20.07,Two year,Credit card,0,903.15,20.07
7735,Female,1,18,56.58,Two year,Bank transfer,0,1018.44,56.580000000000005
7736,Female,0,50,111.91,One year,Bank transfer,0,5595.5,111.91
7737,Male,0,49,77.79,One year,Credit card,1,3811.71,77.79
7738,Female,0,22,92.75,One year,Electronic check,0,2040.5,92.75
7739,Male,1,45,107.96,Two year,Electronic check,0,4858.2,107.96
7740,Male,0,61,110.61,Month-to-month,Bank transfer,0,6747.21,110.61
7741,Female,0,21,72.9,One year,Mailed check,0,1530.9,72.9
7742,Female,0,71,74.09,One year,Bank transfer,0,5260.39,74.09
7743,Female,1,61,105.09,Month-to-month,Credit card,1,6410.49,105.09
7744,Male,0,36,100.75,Month-to-month,Bank transfer,1,3627.0,100.75
7745,Female,1,24,89.89,Two year,Electronic check,0,2157.36,89.89
7746,Female,0,32,80.45,One year,Bank transfer,0,2574.4,80.45
7747,Female,0,59,81.72,Two year,Electronic check,0,4821.48,81.72
7748,Female,0,5,56.29,Month-to-month,Mailed check,0,281.45,56.29
7749,Female,1,16,104.09,One year,Mailed check,0,1665.44,104.09
7750,Male,0,11,81.78,Two year,Mailed check,0,899.58,81.78
7751,Female,0,35,42.35,Two year,Bank transfer,0,1482.25,42.35
7752,Female,0,42,43.98,Month-to-month,Electronic check,1,1847.16,43.980000000000004
7753,Female,0,10,106.16,One year,Bank transfer,0,1061.6,106.16
7754,Male,1,8,82.57,Two year,Mailed check,1,660.56,82.57
7755,Female,0,26,59.87,Two year,Bank transfer,0,1556.62,59.87
7756,Male,0,3,38.71,Month-to-month,Electronic check,1,116.13,38.71
7757,Male,0,59,81.02,One year,Credit card,0,4780.18,81.02000000000001
7758,Female,0,3,38.43,Month-to-month,Electronic check,1,115.29,38.43
7759,Female,1,38,67.02,Two year,Mailed check,1,2546.76,67.02000000000001
7760,Female,0,2,87.75,One year,Mailed check,0,175.5,87.75
7761,Male,0,17,76.54,Month-to-month,Mailed check,0,1301.18,76.54
7762,Male,1,36,112.21,One year,Bank transfer,0,4039.56,112.21
7763,Male,0,2,23.97,One year,Electronic check,0,47.94,23.97
7764,Male,0,34,47.98,One year,Bank transfer,0,1631.32,47.98
7765,Male,0,27,25.71,Two year,Mailed check,0,694.17,25.709999999999997
7766,Male,1,37,39.46,One year,Electronic check,0,1460.02,39.46
7767,Female,0,71,32.4,Month-to-month,Credit card,0,2300.4,32.4
7768,Female,1,22,93.27,One year,Mailed check,0,2051.94,93.27
7769,Male,1,68,56.94,One year,Electronic check,0,3871.92,56.94
7770,Female,1,14,112.5,Two year,Electronic check,0,1575.0,112.5
7771,Female,1,23,22.34,Month-to-month,Mailed check,0,513.82,22.340000000000003
7772,Male,1,44,85.29,One year,Credit card,0,3752.76,85.29
7773,Male,1,65,117.05,Two year,Electronic check,0,7608.25,117.05
7774,Female,1,61,37.58,Two year,Electronic check,0,2292.38,37.58
7775,Male,0,55,64.24,One year,Credit card,1,3533.2,64.24
7776,Male,0,71,90.19,One year,Mailed check,1,6403.49,90.19
7777,Female,1,50,83.31,One year,Electronic check,0,4165.5,83.31
7778,Male,1,12,76.6,Two year,Mailed check,0,919.2,76.60000000000001
7779,Female,1,15,52.68,One year,Bank transfer,0,790.2,52.68
7780,Female,1,17,92.82,Two year,Bank transfer,1,1577.94,92.82000000000001
7781,Female,1,34,85.33,Month-to-month,Credit card,0,2901.22,85.33
7782,Female,1,35,36.28,One year,Mailed check,0,1269.8,36.28
7783,Female,0,39,116.41,Month-to-month,Electronic check,1,4539.99,116.41
7784,Male,0,55,75.57,Month-to-month,Credit card,1,4156.35,75.57000000000001
7785,Male,1,59,72.55,Month-to-month,Bank transfer,1,4280.45,72.55
7786,Male,1,5,104.82,Two year,Mailed check,1,524.1,104.82000000000001
7787,Male,1,30,84.04,Two year,Credit card,1,2521.2,84.03999999999999
7788,Female,0,4,27.45,Two year,Credit card,1,109.8,27.45
7789,Female,1,15,70.66,Two year,Mailed check,0,1059.9,70.66000000000001
7790,Male,0,35,98.06,Month-to-month,Electronic check,1,3432.1,98.06
7791,Female,0,55,90.0,Two year,Electronic check,0,4950.0,90.0
7792,Male,0,66,117.08,Month-to-month,Electronic check,0,7727.28,117.08
7793,Male,1,60,22.49,Month-to-month,Mailed check,0,1349.4,22.490000000000002
7794,Male,1,24,46.12,Two year,Bank transfer,0,1106.88,46.120000000000005
7795,Female,0,22,74.92,Month-to-month,Credit card,0,1648.24,74.92
7796,Female,0,44,81.95,Two year,Mailed check,1,3605.8,81.95
7797,Female,0,32,47.44,Month-to-month,Electronic check,0,1518.08,47.44
7798,Female,0,51,102.68,One year,Electronic check,1,5236.68,102.68
7799,Male,1,3,36.43,Two year,Credit card,0,109.29,36.43
7800,Female,0,70,20.08,Month-to-month,Credit card,0,1405.6,20.08
7801,Female,1,32,115.24,Two year,Credit card,1,3687.68,115.24
7802,Female,0,2,59.16,Month-to-month,Credit card,0,118.32,59.16
7803,Male,1,59,115.75,Two year,Credit card,1,6829.25,115.75
7804,Male,0,14,47.79,One year,Mailed check,0,669.06,47.79
7805,Female,1,51,26.34,One year,Electronic check,1,1343.34,26.34
7806,Female,1,11,97.25,Two year,Electronic check,0,1069.75,97.25
7807,Female,1,10,103.58,Two year,Mailed check,0,1035.8,103.58
7808,Female,0,58,69.21,Month-to-month,Bank transfer,1,4014.18,69.21
7809,Male,1,34,27.39,Month-to-month,Electronic check,0,931.26,27.39
7810,Female,0,53,85.41,Two year,Bank transfer,1,4526.73,85.41
7811,Female,1,28,38.21,One year,Bank transfer,1,1069.88,38.21
7812,Female,1,18,104.94,One year,Bank transfer,0,1888.92,104.94
7813,Male,0,26,47.4,Two year,Bank transfer,0,1232.4,47.400000000000006
7814,Male,1,7,104.77,Month-to-month,Electronic check,0,733.39,104.77
7815,Female,1,45,62.69,Two year,Electronic check,0,2821.05,62.690000000000005
7816,Female,0,45,79.65,Two year,Mailed check,0,3584.25,79.65
7817,Female,1,71,98.96,One year,Electronic check,0,7026.16,98.96
7818,Female,1,35,24.04,One year,Mailed check,1,841.4,24.04
7819,Female,1,52,102.12,Month-to-month,Bank transfer,0,5310.24,102.11999999999999
7820,Male,1,21,33.86,Month-to-month,Mailed check,0,711.06,33.86
7821,Male,0,28,55.84,Two year,Mailed check,0,1563.52,55.839999999999996
7822,Male,1,44,67.28,Two year,Electronic check,0,2960.32,67.28
7823,Female,1,56,109.54,Two year,Mailed check,0,6134.24,109.53999999999999
7824,Male,1,10,22.24,Two year,Bank transfer,0,222.4,22.240000000000002
7825,Male,1,23,75.92,One year,Electronic check,1,1746.16,75.92
7826,Male,1,48,84.25,Month-to-month,Electronic check,0,4044.0,84.25
7827,Female,1,52,51.66,Month-to-month,Electronic check,0,2686.32,51.660000000000004
7828,Female,1,15,49.05,Month-to-month,Credit card,0,735.75,49.05
7829,Male,1,55,69.05,Month-to-month,Bank transfer,1,3797.75,69.05
7830,Female,0,43,38.71,One year,Mailed check,1,1664.53,38.71
7831,Male,0,50,66.81,Two year,Credit card,0,3340.5,66.81
7832,Male,0,6,96.5,Month-to-month,Electronic check,0,579.0,96.5
7833,Male,0,33,104.54,Month-to-month,Credit card,0,3449.82,104.54
7834,Male,1,62,58.52,Two year,Credit card,0,3628.24,58.519999999999996
7835,Female,1,55,81.73,One year,Mailed check,0,4495.15,81.72999999999999
7836,Female,0,39,20.0,One year,Bank transfer,1,780.0,20.0
7837,Female,0,12,75.04,Month-to-month,Credit card,0,900.48,75.04
7838,Female,0,31,117.52,Month-to-month,Bank transfer,0,3643.12,117.52
7839,Male,1,53,51.23,Month-to-month,Bank transfer,0,2715.19,51.230000000000004
7840,Female,1,34,79.48,One year,Electronic check,0,2702.32,79.48
7841,Male,0,41,96.23,Month-to-month,Electronic check,0,3945.43,96.22999999999999
7842,Female,0,10,80.89,Two year,Mailed check,1,808.9,80.89
7843,Female,0,52,61.85,One year,Mailed check,1,3216.2,61.849999999999994
7844,Female,0,57,35.26,One year,Credit card,0,2009.82,35.26
7845,Male,0,3,66.37,Two year,Electronic check,0,199.11,66.37
7846,Male,1,57,49.48,Two year,Bank transfer,1,2820.36,49.480000000000004
7847,Male,0,33,89.59,One year,Bank transfer,0,2956.47,89.58999999999999
7848,Male,1,7,64.19,Month-to-month,Credit card,0,449.33,64.19
7849,Female,0,4,104.99,One year,Electronic check,0,419.96,104.99
7850,Male,0,39,39.33,Month-to-month,Mailed check,0,1533.87,39.33
7851,Male,1,48,61.77,Two year,Credit card,1,2964.96,61.77
7852,Female,0,16,75.75,Month-to-month,Bank transfer,1,1212.0,75.75
7853,Female,1,38,32.6,Two year,Electronic check,0,1238.8,32.6
7854,Male,1,4,78.79,Month-to-month,Mailed check,0,315.16,78.79
7855,Female,0,4,49.09,Month-to-month,Mailed check,0,196.36,49.09
7856,Male,0,27,42.95,Two year,Bank transfer,0,1159.65,42.95
7857,Female,1,17,34.19,Month-to-month,Bank transfer,1,581.23,34.19
7858,Male,1,70,54.99,One year,Bank transfer,0,3849.3,54.99
7859,Male,0,54,112.9,Month-to-month,Bank transfer,0,6096.6,112.9
7860,Male,1,8,23.1,One year,Mailed check,0,184.8,23.1
7861,Male,0,53,105.22,Two year,Electronic check,0,5576.66,105.22
7862,Male,1,5,59.74,Month-to-month,Mailed check,0,298.7,59.739999999999995
7863,Female,0,69,76.16,Month-to-month,Bank transfer,0,5255.04,76.16
7864,Male,1,47,71.28,One year,Electronic check,1,3350.16,71.28
7865,Male,1,40,112.57,One year,Mailed check,0,4502.8,112.57000000000001
7866,Male,0,7,97.01,Two year,Electronic check,0,679.07,97.01
7867,Male,1,12,118.48,One year,Mailed check,1,1421.76,118.48
7868,Male,1,25,99.44,One year,Electronic check,1,2486.0,99.44
7869,Female,1,28,49.59,One year,Mailed check,0,1388.52,49.589999999999996
7870,Female,1,43,116.29,Month-to-month,Mailed check,0,5000.47,116.29
7871,Male,1,47,118.36,Month-to-month,Credit card,0,5562.92,118.36
7872,Female,1,49,32.31,Month-to-month,Bank transfer,0,1583.19,32.31
7873,Male,1,54,110.1,Month-to-month,Credit card,1,5945.4,110.1
7874,Female,0,18,86.42,Month-to-month,Mailed check,0,1555.56,86.42
7875,Female,1,27,112.2,One year,Bank transfer,1,3029.4,112.2
7876,Male,1,6,111.57,One year,Mailed check,0,669.42,111.57
7877,Female,0,69,109.14,Month-to-month,Credit card,1,7530.66,109.14
7878,Female,1,71,108.53,Month-to-month,Electronic check,0,7705.63,108.53
7879,Male,1,22,31.76,Two year,Electronic check,0,698.72,31.76
7880,Male,0,59,34.35,Two year,Bank transfer,0,2026.65,34.35
7881,Female,1,47,31.78,One year,Credit card,0,1493.66,31.78
7882,Female,1,68,29.1,Two year,Credit card,1,1978.8,29.099999999999998
7883,Female,0,32,55.33,One year,Mailed check,0,1770.56,55.33
7884,Male,0,1,88.4,Two year,Bank transfer,0,88.4,88.4
7885,Female,1,54,55.47,Month-to-month,Electronic check,0,2995.38,55.47
7886,Female,1,46,92.03,Month-to-month,Credit card,0,4233.38,92.03
7887,Female,0,41,102.03,One year,Mailed check,0,4183.23,102.02999999999999
7888,Male,1,41,86.62,One year,Bank transfer,0,3551.42,86.62
7889,Male,0,8,66.51,One year,Credit card,0,532.08,66.51
7890,Male,0,32,49.55,One year,Credit card,1,1585.6,49.55
7891,Male,0,30,32.44,Two year,Electronic check,1,973.2,32.440000000000005
7892,Female,1,46,69.37,Month-to-month,Credit card,1,3191.02,69.37
7893,Male,0,52,91.96,Two year,Electronic check,0,4781.92,91.96000000000001
7894,Female,0,61,74.82,Month-to-month,Credit card,1,4564.02,74.82000000000001
7895,Female,0,13,92.15,Month-to-month,Mailed check,0,1197.95,92.15
7896,Female,1,40,53.52,Two year,Mailed check,0,2140.8,53.52
7897,Female,1,61,26.68,One year,Mailed check,0,1627.48,26.68
7898,Male,1,44,97.11,Two year,Bank transfer,0,4272.84,97.11
7899,Male,0,62,41.97,Two year,Bank transfer,1,2602.14,41.97
7900,Male,1,44,81.63,Two year,Mailed check,0,3591.72,81.63
7901,Male,1,48,100.43,Month-to-month,Mailed check,0,4820.64,100.43
7902,Male,0,59,33.91,One year,Mailed check,0,2000.69,33.910000000000004
7903,Female,0,57,79.85,Month-to-month,Electronic check,0,4551.45,79.85
7904,Male,1,11,88.94,Two year,Mailed check,0,978.34,88.94
7905,Male,1,25,94.65,Two year,Bank transfer,0,2366.25,94.65
7906,Male,0,61,34.77,Month-to-month,Electronic check,1,2120.97,34.769999999999996
7907,Male,1,46,102.51,Month-to-month,Mailed check,0,4715.46,102.51
7908,Female,0,54,29.41,One year,Bank transfer,0,1588.14,29.41
7909,Female,0,34,71.96,Two year,Electronic check,0,2446.64,71.96
7910,Female,1,7,64.34,Month-to-month,Electronic check,0,450.38,64.34
7911,Female,1,62,42.18,Month-to-month,Bank transfer,0,2615.16,42.18
7912,Female,1,57,50.19,Month-to-month,Bank transfer,1,2860.83,50.19
7913,Male,1,5,36.44,Month-to-month,Electronic check,0,182.2,36.44
7914,Female,0,35,62.57,Two year,Bank transfer,0,2189.95,62.56999999999999
7915,Female,1,37,23.55,One year,Electronic check,0,871.35,23.55
7916,Female,1,60,108.89,Month-to-month,Electronic check,0,6533.4,108.89
7917,Male,1,65,36.35,Month-to-month,Electronic check,0,2362.75,36.35
7918,Male,0,16,108.6,One year,Electronic check,1,1737.6,108.6
7919,Female,1,30,106.36,Two year,Mailed check,0,3190.8,106.36
7920,Male,1,42,65.17,Month-to-month,Bank transfer,0,2737.14,65.17
7921,Male,0,61,69.77,One year,Mailed check,1,4255.97,69.77000000000001
7922,Female,0,48,50.19,One year,Mailed check,0,2409.12,50.19
7923,Male,0,62,119.69,Two year,Mailed check,0,7420.78,119.69
7924,Male,0,64,87.08,One year,Mailed check,0,5573.12,87.08
7925,Male,0,57,115.18,Two year,Electronic check,1,6565.26,115.18
7926,Female,1,68,61.48,One year,Electronic check,0,4180.64,61.480000000000004
7927,Female,0,46,108.3,Month-to-month,Electronic check,0,4981.8,108.3
7928,Female,0,28,64.82,Two year,Credit card,0,1814.96,64.82000000000001
7929,Male,0,3,106.68,One year,Electronic check,0,320.04,106.68
7930,Female,0,37,33.09,Month-to-month,Mailed check,0,1224.33,33.089999999999996
7931,Male,0,48,83.69,One year,Credit card,0,4017.12,83.69
7932,Male,0,19,87.87,Month-to-month,Credit card,0,1669.53,87.87
7933,Male,0,17,85.62,Two year,Credit card,1,1455.54,85.62
7934,Female,0,40,64.7,Month-to-month,Electronic check,1,2588.0,64.7
7935,Female,1,50,88.39,One year,Mailed check,0,4419.5,88.39
7936,Female,1,29,43.95,Month-to-month,Electronic check,1,1274.55,43.949999999999996
7937,Female,1,51,79.58,Month-to-month,Bank transfer,0,4058.58,79.58
7938,Male,0,42,75.42,Two year,Credit card,0,3167.64,75.42
7939,Female,0,29,51.83,Month-to-month,Bank transfer,0,1503.07,51.83
7940,Male,0,66,97.89,Month-to-month,Credit card,0,6460.74,97.89
7941,Female,1,17,28.09,One year,Credit card,0,477.53,28.09
7942,Female,0,31,37.14,One year,Bank transfer,0,1151.34,37.14
7943,Female,0,52,67.12,Two year,Bank transfer,1,3490.24,67.11999999999999
7944,Male,0,39,109.17,Two year,Electronic check,0,4257.63,109.17
7945,Male,1,60,77.52,Two year,Bank transfer,0,4651.2,77.52
7946,Male,1,51,104.21,One year,Bank transfer,1,5314.71,104.21
7947,Male,0,16,71.76,Month-to-month,Mailed check,0,1148.16,71.76
7948,Male,1,14,98.55,Two year,Bank transfer,0,1379.7,98.55
7949,Female,0,42,52.58,One year,Electronic check,0,2208.36,52.580000000000005
7950,Male,0,51,101.51,One year,Credit card,1,5177.01,101.51
7951,Male,1,24,60.17,Two year,Credit card,0,1444.08,60.169999999999995
